,Query,Sql pattern new
2825,"Which salesperson generated the most ""Bond Fees"" last month?","select misc.salesperson, sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%m"",transaction_date) = strftime(""%m"",current_date) - 1 and misc.salesperson = X and product_service = 'Bond fees' group by misc.salesperson order by sum(credit) desc limit 1"
2826,show me expenses for pest control service this week,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'medical & health') and strftime(""%W"", transaction_date) = strftime(""%W"", current_timestamp) and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp) and account_type in ('Expense','Other Expense')"
2827,How much balance diego rodriguez have available in checking account?,"select balance from chart_of_accounts where customers = ""diego rodriguez"" and account_name = 'checking'"
2828,How much credit does customer barnett design have year to date?,"select balance from customers where customer_name = ""barnett design"""
2829,What are my AP This fiscal year to date?,"select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day')"
2830,How much money does customer kookies by kathy still owe?,"select balance from customers where customer_name = ""kookies by kathy"""
2831,what was our top 3 selling products and their sales in q1,"select product_service, sum(quantity) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and strftime(""%m"", transaction_date) in (""01"", ""02"", ""03"") group by product_service order by sum(quantity) desc limit 3;"
2832,"This year to date, what was our largest expense?","select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date) order by sum(debit) desc limit 1"
2833,How much credit does customer rago travel agency have year to date?,"select balance from customers where customer_name = ""rago travel agency"""
2834,What is my max bill for computers by jenni?,"select max(credit) from master_txn_table where transaction_type = 'bill' and vendor = ""computers by jenni"""
2835,How much balance diego rodriguez have available in checking account?,"select balance from chart_of_accounts where customers = ""diego rodriguez"" and account_name = 'checking'"
2836,"yesterday, how many invoices have been paid?",
2837,Who has the most money oustanding?,"select customers, sum(open_balance) as outstanding from ( select distinct customers, open_balance from master_txn_table ) group by customers order by outstanding desc limit 1 "
2838,What are my AR today?,select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date date( current_date)
2839,I need a list of equipment purchased for hall property,"select distinct product_service from master_txn_table where transaction_type = 'purchase order' and vendor = ""hall property"""
2840,Total sales for each product,"select product_service, sum(credit) from master_txn_table group by product_service;"
2841,How much money did we make This year to date?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
2842,What is my highest sales for weiskopf consulting in the This month?,"select max(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and customers = ""weiskopf consulting"" and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) "
2843,What are my transactions for the year?,"select distinct transaction_id, amount from master_txn_table where strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)"
2844,"How much has Salesperson X collected in ""Bond Fees"" yesterday?","select sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and misc.salesperson = X and product_service = 'Bond fees'"
2845,What was my expense by products in may?,"select product_service, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where strftime(""%m"", transaction_date) = 5 and account_type in ('Expense','Other Expense') group by product_service"
2846,What was our smallest expense This fiscal year?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date) order by sum(debit) desc limit 1"
2847,How many checks did we issue yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
2848,What was the first invoice amount for permit?,"select min(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""permit"")"
2849,Who has the lowest money outstanding?,select customer_name from customers where balance > 0 order by balance limit 1
2850,"As of This quarter to date, how many invoices for paulsen medical supply were still unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""paulsen medical supply"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date) AND date(current_date) "
2851,What are my AR this month/last month?,"select strftime(""%m"", transaction_date), sum(amount) from master_txn_table where account = ""Accounts Receivable (A/R)"" and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 1 group by strftime(""%m"", transaction_date)"
2852,What was our total income from sushi by katsuyuki in This quarter?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""sushi by katsuyuki"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_date) - 1 and account_type in ('Income','Other Income')"
2853,How much have we been spending on board of equalization payable august ?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""board of equalization payable"") and transaction_date BETWEEN date(current_date) AND date(current_date) "
2854,"YTD, what are my account payable?",select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date(current_date) AND date(current_date) 
2855,What is my average revenue for Customer A in the last 5 years?,"select sum(credit)/5 from master_txn_table where customers = ""A"" and strftime(""%Y"", transaction_date) >= strftime(""%Y"", current_timestamp)-4;"
2856,What are shara barnett recurring product purchases over past 6 months?,"select product_service from ( select product_service, count(distinct strftime(""%m"", transaction_date)) as n_months from master_txn_table where customers = ""shara barnett"" and strftime(""%m"", transaction_date) >= strftime(""%m"", current_date) - 6 group by product_service ) where n_months >= 6"
2857,When was sonnenschein family store last payment?,"select transaction_date from master_txn_table where customers = ""sonnenschein family store"" and transaction_type = 'payment' order by transaction_date desc limit 1"
2858,Show me total sales by month,"select sum(amount) from master_txn_table where transaction_type = ""Invoice"" group by strftime(""%m"", transaction_date)"
