,Query,Sql pattern new
1788,What is the balance due from dukes basketball camp?,"select balance from Customers where customer_name = ""dukes basketball camp"""
1789,How many concrete did travis waldron sell last month?,"select sum(quantity) from master_txn_table where customers = ""travis waldron"" and product_service = 'X' and transaction_type in ('invoice', 'sales receipt')"
1790,What is my last invoice from rago travel agency?,"select distinct transaction_id, amount, transaction_date from master_txn_table where customers = ""rago travel agency"" order by transaction_date limit 1"
1791,What were my expenses in the This week?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date)  and account_type in ('Expense','Other Expense')"
1792,How much has barnett design paid us year to date?,"select sum(credit) from master_txn_table where customers = ""barnett design"" and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp)"
1793,"on <date>, what was our smallest expense?","select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date) AND date(current_date)  order by sum(debit) desc limit 1"
1794,How many bill's windsurf shop invoices haven't been paid yet?,"select count(distinct transaction_id) from master_txn_table where customers = ""bill's windsurf shop"" and open_balance > 0 and transaction_type = 'invoice'"
1795,Who has the most money oustanding?,"select customers, sum(open_balance) as outstanding from ( select distinct customers, open_balance from master_txn_table ) group by customers order by outstanding desc limit 1 "
1796,Who has the lowest money outstanding?,select customer_name from customers where balance > 0 order by balance limit 1
1797,What was our smallest expense Last 30 days?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date)  order by sum(debit) limit 1"
1798,What our monthly spend on fidelity,"select sum(debit) from master_txn_table where vendor = ""fidelity"" group by strftime(""%m"", transaction_date);"
1799,How many checks were received yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
1800,video game by dan has received how many invoices?,"select count(distinct transaction_id) from master_txn_table where customers = ""video game by dan"" and transaction_type = 'invoice'"
1801,How much money have we paid to promotional YTD?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""promotional"") and strftime(""%Y"", transaction_date)  = strftime(""%Y"", current_date)"
1802,How much did we pay robertson the This quarter?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""robertson"" and transaction_date BETWEEN date(current_date) AND date(current_date) "
1803,How much we received from uncategorized income in between <date> and <date>?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""uncategorized income"") and transaction_date BETWEEN date(current_date) AND date(current_date)"
1804,What are my account receivable This quarter to date?,select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date(current_date) AND date(current_date) 
1805,What was the most recent invoice for cool cars?,"select transaction_id from master_txn_table where transaction_type = 'invoice' and customers = ""cool cars"" order by transaction_date desc limit 1"
1806,Show number of transactions with Mr B,"select transaction_type, count(distinct transaction_id) from master_txn_table where customers = 'B' or vendor = 'B'"
1807,"As of This year to date, how many invoices for freeman sporting goods were still outstanding?","select count(distinct transaction_id) from master_txn_table where customers = ""freeman sporting goods"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
1808,What has weiskopf consulting paid us so far Last quarter?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""weiskopf consulting"" and transaction_date BETWEEN date(current_date) AND date(current_date)  and account_type in ('Income','Other Income')"
1809,How many hour did video games by dan sell last month?,"select sum(quantity) from master_txn_table where customers = ""video games by dan"" and product_service = 'X' and transaction_type in ('invoice', 'sales receipt')"
1810,What's the profit for the aug?,"select sum(credit - debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income','Expense','Other Expense') and strftime(""%m"", transaction_date) = 8"
1811,Who are my outstanding debtors?,"select customer_name, balance from customers where balance != 0"
1812,What's the total number of invoices we've issued to cool car?,"select count(distinct transaction_id) from master_txn_table where customers = ""cool car"" and transaction_type = 'invoice'"
1813,How much balance video game by dan have available in checking account?,"select balance from chart_of_accounts where customers = ""video game by dan"" and account_name = 'checking'"
1814,What was our total spend for lawyer in last 12 months,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,""lawyer"") and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 12 and account_type in ('Expense','Other Expense')"
1815,dylan sollfrank has received how many invoices?,"select count(distinct transaction_id) from master_txn_table where customers = ""dylan sollfrank"" and transaction_type = 'invoice'"
1816,Who has the most money oustanding?,"select customers, sum(open_balance) as outstanding from ( select distinct customers, open_balance from master_txn_table ) group by customers order by outstanding desc limit 1 "
1817,"Last 30 days, what are my AP?","select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) "
1818,What was the mean bill paulsen medical supplies received from brosnahan insurance agency?,"select avg(credit) from master_txn_table where customers = ""paulsen medical supplies"" and transaction_type = 'bill' and vendor = ""brosnahan insurance agency"""
1819,What was our biggest expense Last 7 days?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date( current_date, ""-7 days"") AND date( current_date)  order by sum(debit) desc limit 1"
1820,How much did we spend on fees billed since <date>?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""fees billed"") and transaction_date BETWEEN date(current_date) AND date(current_date) "
